CIBERSORT	W070517001156	W070517001157	W070517001159	W070517001160	W070517001161	W070517001162	W070517102034	W070517102035	W070517102036	W070517102037	W070517102038	W070517102051
RP11-164C12.2	0.0279299	0	0	0.0242303	0.0088525	0.0404299	0.00937105	0.0156528	0.0109459	0	0.0210132	0.012559
RP11-164H13.1	0	0.0244302	0	0	0.00938803	0	0.0804182	0.0486807	0.05226	0.0249217	0.0819769	0.0648594
RP11-164H5.1	0.515109	0.588816	0.509813	0.264347	0.239852	0	0.076079	0.314849	0.15131	0	0.720277	0.0482204
RP11-164J13.1	5.30553	7.3776172	4.206234	5.83232429	4.3329051	4.643783	4.360413	4.914139	5.69905	7.249871	6.910468	4.154243
RP11-164P12.3	0	0	0	0	0	0	0	0	0	0	0	0.0418504
RP11-165D20.1	0	0	0.00270654	0	0	0	0	0	0	0	0	0
RP11-165D7.5	0	0	0	0.0875651	0	0	0	0	0	0	0.14876	0
RP11-165E7.1	0.0171015	0	0.0582845	0.0200184	0.0519412	0.0128611	0.0519219	0	0.0218756	0.0227558	0.0697729	0.0211541
RP11-165F24.3	0.1267121	0	0.3785828	0.1136948	0.2837701	0.0454641	0.0787234	0.1519813	0.0577004	0.0869499	0.051456	0.4105705
RP11-165J3.6	0	0.0355631	0	0	0	0	0.0305743	0	0	0.03628	0	0
RP11-165M1.1	0	0	0	0	0	0	0	0	0	0	0.0859949	0
RP11-165M1.3	0	0	0	0	0	0	0.223986	0.112956	0	0	0	0
RP11-165N19.2	0.113548	0	0	0.0633695	0.165755	0.0818756	0.169522	0.136395	0	0	0	0.0678183
RP11-166B2.1	190.11489	168.70157	168.0019	774.47091	132.203726	264.316064	181.6614435	175.8362486	196.91558	528.891707	231.556965	205.95729
RP11-166B2.3	0.0439331	0	0	0	0.026481	0.0413095	0	0	0	0.0356901	0.0460906	0
RP11-166B2.5	0	0	0	0	0.0827889	0	0	0	0	0	0.0774794	0
RP11-166B2.7	0	0.029462	0	0.0255312	0.0975807	0.0696776	0.0220862	0.0511853	0	0	0.0454295	0
RP11-166B2.9	0	0	1.7478e-08	0	0.143603	0	0	0	0	0	0	0
RP11-166D18.1	0	0	0	0	0	0.0836421	0.0603477	0.149044	0	0	0	0.0714809
RP11-166D19.1	0	0	0.0864005	0.0261509	0.0218893	0	0.0651283	0.0268694	0	0	0	0
RP11-166N17.1	3.28171	2.03536	1.95831	2.60577	2.69434	2.69836	3.13304	3.01465	2.07404	4.57116	2.50887	5.15834
RP11-166N6.1	0.0342656	0	0	0	0	0	0	0.043364	0.0441594	0	0.03475	0.043294
RP11-166N6.3	0.307505	0.1494218	0.1470597	1.782407	0.1100608	1.0045911	1.189593	2.956295	1.1798653	0.3206387	0.650142	0.6411589
RP11-166O4.4	0	0	0	0.0677088	0	0	0	0	0	0	0	0
RP11-166O4.6	0	0	0	0.0781721	0.0343261	0.0979652	0	0.0279867	0	0	0.0319472	0
RP11-166P13.3	0	0	0.038455	0	0.0749089	0	0	0	0	0	0	0
RP11-166P13.4	0.0131245	0	0	0.00528637	0.00936383	0.0137027	0.0130004	0.0105355	0.00573518	0	0.00448875	0.00564196
RP11-167H9.3	0	0	0	0	0	0	0.0233795	0	0	0	0	0
RP11-167J8.3	2.55046	3.17556	0.256232	4.15434	0.902136	2.47727	1.72542	5.05797	2.00188	2.33436	1.48616	1.05135
RP11-167N24.4	0	0.138291	0	0	0	0	0	0	0.14382	0	0	0.136572
RP11-167N4.2	0	0.205073	0	0.140903	0	0	0	0	0	0	0	0
RP11-167N4.4	0	0	0	0	0	0	0	0	0	0	0.0405454	0
RP11-167N4.5	0	0.0299047	0	0	0.0231454	0	0.115061	0.0564469	0.120188	0.0618986	0.0232024	0.0287985
RP11-167N5.5	0	0.0926634	0	0.15392	0	0	0	0	0	0	0	0
RP11-167P11.2	0	0	0	0	0	0.0942073	0	0	0	0	0	0
RP11-167P22.3	0.518892	0	0	0.614232	0	0	0	0.648201	0	1.32552	0	0
RP11-168F9.2	0	0	0	0	0	0	0	0	0	0.245478	0	0
RP11-168J18.6	0.433526	0.195997	0.297559	0.454301	0.249724	0.575481	0.509399	0.403949	0.324393	0.265373	0.127441	0.606468
RP11-168K11.2	0	0	0	0.0890951	0	0	0.0855897	0	0	0	0.0785493	0
RP11-168K9.2	0	0.0188517	0	0	0.0584928	0	0.0139244	0	0	0	0	0
RP11-169D4.2	0.192905	0.293152	0.3065	0.306689	0.0199517	0.36243	0.38942	0.179416	0.294485	0.580103	0.593726	0.125108
RP11-169E6.1	0.160783	0	0	0.0963811	0.156959	0.118496	0.158166	0	0	0	0	0
RP11-169E6.4	0	0	0	0	0	0	0	0	0	0	0.115304	0
RP11-169F17.1	0.0228365	0.0299261	0	0.0183166	0.0345574	0	0.0453871	0.0534326	0.0250545	0.01307	0.0114141	0.0140758
RP11-169K16.6	0	0.0757376	0	0.071199	0	0	0	0	0.242717	0	0.369498	0.0759009
RP11-169K16.8	0.573512	0.558204	1.07203	0.51454	0.448228	0.271775	1.0472	0.391366	0.757448	0	0.422565	0
RP11-169K17.2	0.188169	0	0	0	0.167637	0	0	0	0	0	0.174309	0.219953
RP11-169K17.3	0	0	0	0	0	0	0	0	0	0	0	0.0626405
RP11-169L17.3	0.0252876	0.0521774	0	0.107894	0.0631963	0	0.05046	0.0662181	0.0392571	0	0.0283492	0.0397441
RP11-169L17.5	0	0	0	0	0	0	0.049043	0	0	0	0	0
RP11-16B9.1	0	0	0	0	0.0901275	0	0	0	0	0	0	0
RP11-16C1.1	0	0	0	0	0	0	0	0	0	0	0	0.114811
RP11-16C1.2	0.0137143	0.0542169	0.0205126	0.0160027	0.0687708	0	0.0530737	0.0330771	0.0857009	0.0543445	0.0653632	0.0166019
RP11-16C1.3	0	0	0.0877955	0	0	0	0	0	0	0	0.0199941	0
RP11-16E12.1	0.0592471	0.038427	0.0374604	0.0506309	0	0	0	0	0	0.0387009	0.30578	0.262344
RP11-16E12.2	1.522619	0.906688	1.093575	0.905722	0.329145	0.736647	0.585141	1.104188	0.360359	1.598661	1.500065	0.8198192
RP11-16E18.1	0	0	0	0	0	0	0	0.0323438	0	0	0	0
RP11-16E18.3	0	0	0.0844839	0	0	0	0.0308182	0	0	0	0	0
RP11-16E23.3	0	0	0	0.102908	0.179291	0	0	0	0	0	0	0.108267
RP11-16E23.4	8.81571	2.32716	3.28718	5.89089	4.13967	9.54336	15.0905	11.5571	12.7543	11.0243	7.71313	7.60632
RP11-16F15.2	0	0	0	0	0	0	0.166928	0.187421	0.303117	0.202825	0.300593	0
RP11-16K12.1	0.114825	0	0	0	0.0177263	0.0198738	0.0518841	0	0.0720997	0.046606	0.0105848	0
RP11-16K12.2	0.207296	0	0	0	0	0	0	0.0846058	0	0	0	0
RP11-16L9.1	0	0	0	0	0	0	0.0245024	0	0	0	0	0
RP11-16N2.1	0	0	0	0	0	0	0.0669242	0	0	0	0	0
RP11-16P20.4	0	0	0	0	0	0	0.00697823	0.00854353	0.0092134	0	0	0
RP11-16P6.1	0.0130164	0	0.0341747	0	0	0.0199721	0	0	0	0	0	0
RP11-170K4.2	0	0	0	0	0	0	0.0151079	0	0	0	0	0
RP11-170L3.4	4.32163	1.81081	2.739	2.87674	2.34213	1.24688	1.85275	3.91366	2.44272	1.65054	1.52509	1.9283
RP11-170L3.6	0	0	0	0	0	0	0	0	0	0	0	0.204858
RP11-170M17.2	0	0	0	0	0	0	0.0526593	0	0	0	0	0
RP11-170N16.3	0	0	0	0.0224557	0	0.0288194	0	0.0225038	0	0	0	0
RP11-171G2.1	0	0.0582166	0	0	0.269723	0	0	0.0557104	0	0	0.04516	0
RP11-171I2.1	0	0	0	0	0	0	0.0230737	0.0146594	0.015147	0.0807351	0	0
RP11-171I2.2	7.74454	5.82094	5.12385	7.06411	3.57187	2.99122	6.45141	11.0814	7.87267	5.42263	8.43978	5.76437
RP11-171I2.4	19.8475	24.1023	22.3882	27.3004	11.7788	13.3617	33.3533	36.591	34.6973	40.9005	23.9193	20.6227
RP11-171I2.5	1.98172	2.07773	2.66772	2.99671	0	0	3.14299	1.95225	1.72744	2.01768	2.12517	1.03341
RP11-171L9.1	0	0	0	0	0.15667	0	0	0	0	0	0	0
RP11-172C16.4	0	0	0	0	0	0	0	0	0.0262787	0	0	0
RP11-172E10.1	0	0	0	0	0.0589027	0	0	0	0	0.0774781	0	0
RP11-172F10.1	0	0	0	0	0.163148	0	0	0.0783739	0	0	0	0.0136455
RP11-172F4.2	0.143392	0.492252	0.405215	0.349815	0.0781965	0.446047	0.439549	0.342621	1.44846	1.08577	0.148259	0.661678
RP11-172H24.4	0	0.00845923	0	0.0222854	0	0	0	0	0	0	0.0188033	0.0156095
RP11-173A16.1	0	0	0.0766041	0	0	0	0	0	0	0.0749658	0	0.0748531
RP11-173A16.2	0.0336502	0	0	0	0	0	0	0.0407058	0	0	0	0
RP11-173A6.2	2.50903	0.376054	0.578306	1.91336	0.433544	2.20231	1.45188	1.3274	0.209085	1.84793	1.34265	1.69423
RP11-173A8.2	0.131117	0	0	0.0735685	0	0	0	0	0	0	0.0637146	0.0790297
RP11-173D3.1	0.0448885	0	0	0	0.0424643	0	0	0	0	0	0	0
RP11-173D3.3	0	0	0	0.435875	0	0	0	0	0	0	0	0.224566
RP11-173D3.4	0.0125713	0.0149331	0.0114319	0.0114669	0.0121394	0	0.0164979	0.041913	0.00505064	0.0411277	0.0267341	0.0327016
RP11-173E2.1	0.0959768	0.0953344	0	0	0	0	0.106174	0.014467	0	0	0	0.0304853
RP11-173G21.1	0.0690612	0.115188	0.0250217	0	0.0888352	0.0149658	0.0481521	0.0836206	0	0.0520399	0.168095	0.0368696
RP11-173M1.4	0	0	0	0	0.178337	0	0	0.0973823	0	0	0	0
RP11-173M1.5	0	0	0	0	0	0	0	0	0	0.0897635	0	0
RP11-173M11.2	0	0	0	0	0	0	0.0474311	0	0	0	0	0
RP11-173P15.10	0	0	0	0	0	0	0	0	0	0	0	0.108831
RP11-174B4.2	5.90985	2.43976	2.84906	0.64444	1.60932	0.408749	2.40544	2.75342	1.00067	0.57515	0.137994	4.35323
RP11-174F8.1	0.147859	0.12053	0	0.0425372	0.0559829	0.164697	0.0547922	0.0887969	0.0717317	0.024518	0.0922591	0.0228256
RP11-174G17.2	0	0	0	0	0	0	0.00744633	0	0	0	0	0
RP11-174G17.3	0.00263395	0	0	0	0.00532194	0.00394321	0.00253872	0	0	0	0.00261881	0
RP11-174G6.1	0	0.125532	0	0	0.0990873	0	0.0473226	0	0	0	0	0.120208
RP11-174G6.5	0.632334	0.496738	0.473242	0.871451	0.274874	0.524731	0.713742	0.775078	0.382324	0.694605	0.657513	0.475268
RP11-174N3.4	0	1.49955	2.10118	2.8764	1.94927	0.594112	1.82307	0	0.551591	0	1.97401	4.28626
RP11-174O3.1	0.0408375	0.03568	0	0	0.0138232	0	0.37961	0.161392	0.0345234	0	0.053531	0.016645
RP11-174O3.3	0	0	0	0.0827299	0	0	0	0	0	0	0	0
RP11-175B9.2	0.0772812	0.053909	0.1252076	0.137959	0.0837235	0.0411608	0.1290407	0.031474	0.0699586	0.0181	0.0133089	0.115275
RP11-175B9.3	4.70683	2.56616	3.58888	4.01121	0.586314	1.43214	3.33888	3.85842	3.19205	1.17459	0.729835	2.50578
RP11-175D17.3	0	0	0	0	0.0344043	0	0	0	0	0	0	0
RP11-175I6.1	0	0	0	0	0.207583	0	0	0	0	0	0	0
RP11-175K6.1	0	0	0	0.0226287	0	0	0.0374168	0.0458412	0.0152069	0	0	0
RP11-175K6.2	0	0	0	0	0	0	0	0	0	0.0171747	0	0
RP11-175O19.4	0.0194695	0.0255657	0.0124015	0.011506	0.00970788	0.0289493	0.0277383	0.0234241	0.0362193	0	0.0292293	0.0479659
RP11-175P13.3	0.531629	0.534148	0.2120056	0.651182	0.3893652	1.154501	1.17216	0.422234	0.439959	0.8575801	0.7328143	0.316594
RP11-175P19.2	0.0857833	0	0	0	0	0	0	0	0	0	0.0436109	0
RP11-176H8.1	1.7598	2.51224	1.31444	3.07455	0.848503	0.242491	0.918981	2.31918	1.52096	2.3494465	2.16342	1.6422398
RP11-176N18.2	0.103573	0	0	0	0	0.172333	0	0	0	0	0.074525	0
RP11-177A2.5	0.0670798	0.20197	0.298688	0.0815583	0.0821209	0	0	0	0.189105	0	0.210567	0.087591
RP11-177B4.1	0	0	0	0	0	0	0	0.0956538	0	0.0514863	0	0.192768
RP11-177C12.1	0	0.0505309	0	0	0	0	0	0	0	0.0506055	0	0.0491261
RP11-177C12.4	0.368296	0.268147	0.195554	0.625455	0.209045	0.178419	0.216074	0.259245	0.159922	0.361006	0.507764	0.261075
RP11-177F15.1	0	0.0167251	0	0	0	0	0	0	0	0	0	0
RP11-177G23.1	0	0	0	0.0318995	0	0	0	0	0	0	0	0
RP11-177H13.2	0.00990462	0.0229834	0.0232075	0.00574481	0.0279402	0.014846	0.07426815	0.02014244	0.0496056	0.0402579	0.0195474	0.02656342
RP11-177N22.2	0	0	0	0	0	0	0	0.0348497	0	0	0	0
RP11-177N22.3	0	0	0	0	0	0	0	0.0964764	0	0	0	0
RP11-178C3.1	0	0.155151	0	0	0.0609329	0.0895996	0	0	0.0884409	0	0	0
RP11-178C3.2	0.25027	0.546753	0.213918	1.07165	0.311192	0.353523	0.426613	0.974871	0.458983	0.668241	0.408793	0.499873
RP11-178C3.6	0	0	0	0.0583116	0	0	0	0	0	0	0	0
RP11-178D12.2	0.12249	0	0	0	0	0	0.0618786	0.227093	0	0	0.515038	0
RP11-178H8.3	0	0	0	0	0	0	0	0	0.195693	0	0	0
RP11-178H8.7	0.874166	0.563134	0.5082	0.741178	0.453827	0.738405	1.01881	0.646857	1.11878	0.756801	1.17324	0.671623
RP11-178L8.3	0	0.135211	0	0.161825	0.0505995	0	0	0.0647352	0.0655774	0.128579	0	0
RP11-178L8.4	0	0	0	0	0	0	0	0.0463756	0	0.115419	0	0
RP11-178L8.7	0.0719877	0	0	0	0	0	0	0	0	0	0	0
RP11-178L8.9	0	0	0	0	0.0533043	0	0.0254845	0.067502	0	0	0.175417	0
RP11-179A10.2	0	0.0315213	0	0	0	0	0	0	0	0	0	0
RP11-179A16.1	0	0	0	0	0.0595543	0	0	0.158666	0	0	0	0.0764623
RP11-179A18.1	0	0	0	0	0	0	0	0.0387787	0	0	0	0
RP11-179B2.2	0	0	0	0	0	0	0.066937	0	0	0	0.0234718	0.0884675
RP11-179G5.1	1.09211	1.76195	1.73381	2.55128	0.895379	2.02903	3.95632	2.36035	2.09098	1.90914	2.94976	0.689598
RP11-179K3.2	0.0132981	0	0	0.0168344	0	0	0.0130422	0	0	0.0540885	0.0140206	0.0516916
RP11-17A1.3	0	0	0	0	0.045647	0	0	0	0	0	0.0923327	0
RP11-17A4.2	0.0192418	0	0.0360064	0.024484	0.0207202	0.0466153	0.01263	0.00765434	0.00819083	0.00951431	0.0586195	0.0378446
RP11-17A4.3	0	0	0	0.12391	0	0	0	0.0649553	0	0	0	0.0669215
RP11-17E15.1	0	0	0	0	0	0	0.0760571	0	0	0	0	0
RP11-17E2.2	0	0.0202303	0.0397788	0	0	0	0.0153385	0.0191164	0	0	0	0
RP11-17E4.1	0	0	0	0	0.0644289	0	0	0	0	0	0	0.0394084
RP11-17G12.2	0	0	0	0	0.121783	0	0	0	0	0	0	0
RP11-17G12.3	0	0.0736663	0.0781372	0	0	0.167661	0	0	0	0.0786938	0	0
RP11-17J14.2	0	0	0	0	0.0901275	0	0	0.34004	0	0	0.0857996	0
RP11-17M15.2	0.00898409	0.0120153	0	0	0	0	0	0	0.0227224	0	0	0.0327894
RP11-17M16.2	0	0.055489	0.0817146	0.2907727	0.0863755	0	0.0197093	0.0244119	0.0525298	0	0.0628733	0.0261823
RP11-17M24.1	0	0	0	0	0.239291	0.073699	0	0.0649716	0	0.133723	0	0
RP11-17P16.1	0	0.051094	0.0748871	0	0.0394851	0	0	0	0	0.0501739	0	0.0239216
RP11-17P16.2	0	0	0	0	0	0	0	0.482382	0	0	0	0
RP11-180C1.1	0	0	0.0361525	0	0	0.0419964	0	0	0	0	0	0
RP11-180C16.1	0	0	0	0	0.0493323	0	0.0191058	0	0.0125029	0	0.0124937	0
RP11-180I4.4	0	0	0	0	0	0	0.0108109	0	0	0	0	0
RP11-180M15.3	0	0	0	0	0.413919	0	0	0	0	0	0	0
RP11-180M15.6	0.0364462	0.136612	0	0	0.0956263	0	0.0724962	0.2231	0	0.191018	0.106356	0.22139
RP11-180M15.7	0.240048	0.11049	0	0.101842	0.266091	0	0.629787	0.0955872	0.105679	0.115988	0.166425	0.321469
RP11-180P8.1	0	0.079161	0	0	0	0.088598	0	0.0735458	0	0	0	0.128555
RP11-180P8.5	0	0	0.0916504	0	0.0684348	0	0	0.173847	0.0922444	0	0	0
RP11-181B18.1	0	0	0	0	0	0	0	0	0	0	0	0.208195
RP11-181C21.4	10.3224	19.6315	7.71586	12.5616	9.20122	16.0153	19.8296	10.3415	10.3436	18.2344	13.8537	13.0866
RP11-181C3.1	0.1438943	0	0.0887861	0.106902	0.141195	0.173391	0.383351	0.759485	0.2490405	0.1826589	0.04538	0
RP11-181D18.4	0	0	0	0	0	0	0	0	0	0	0	0.111146
RP11-181E10.3	0	0.0246613	0	0.0467077	0.0378024	0.0283052	0	0	0	0	0.057225	0
RP11-181G12.2	0.0729491	0.0951297	0.0265197	0.15788	0.052131	0.0625133	0.203095	0.227409	0.105164	0.108992	0.114871	0.189997
RP11-181K12.1	0	0.0987588	0	0.0178065	0.0723752	0	0.0330697	0.0405353	0.0579745	0	0.0172854	0.0722674
RP11-182B22.2	1.45687	0.728597	0.819474	0.674652	0.410737	0.565678	0.435363	0.539786	1.2067	1.32221	1.1087	0.857577
RP11-182E7.1	0	0	0	0	1.86721	0	0.376663	0	0	0	0.321749	0.41758
RP11-182I10.1	1.15699	0	0.280157	0	0	0.315393	0.989665	0	0.305611	0	0.645169	0.824823
RP11-182I10.2	0	0	0	0	0.180255	0.274697	0.0978483	0	0	0	0.0857996	0.218801
RP11-182J1.1	0.0391047	0	0	0.255973	0.286508	0	0	0.144902	0	0	0.0410168	0
RP11-182J1.10	0	0	0	0	0	0.274344	0	0.0714824	0.038516	0	0	0
RP11-182J1.12	1.71288	0.596303	0.733781	4.58693	1.41678	1.66974	4.31978	4.38507	3.32764	5.18895	5.29941	2.9301
RP11-182J1.13	0.210697	0.0737491	0	0.145337	0	0.137838	0.203084	0.127546	0.0454583	0.0477592	0.0354198	0.0435014
RP11-182J1.14	0.0143015	0.0964123	0	0.363252	0.0453784	0.133044	0.211141	0.0868342	0.0185877	0.115318	0.147771	0.148676
RP11-182J1.17	0	0	0.146057	0.066551	0	0	0	0	0.0821953	0	0	0
RP11-182J1.5	0	0	0	0	0	0	0	0	0.0377799	0	0	0
RP11-182J23.1	0.251195	0.297547	0.122493	0.272173	0.276865	0.222161	0.277278	0.0624209	0.299677	0.122996	0.224464	0.193583
RP11-182L21.5	0	0	0	0	0	0	0.0272003	0.033742	0.104241	0	0	0
RP11-182L21.6	0	0	0	0	0.0198594	0.0166945	0	0	0	0	0	0.0127811
RP11-182N22.7	0.021396	0	0	0	0	0	0	0	0	0	0	0.124456
RP11-182N22.9	1.20067	0.896678	0.452531	1.34881	0.796998	0.60943	0.562515	0.922091	0.606069	0.69838	1.02154	0.642738
RP11-183G22.1	0.020459	0	0.0537884	0.0237354	0	0	0.0604356	0	0	0	0	0.10135
RP11-184B22.2	0	0	0	0	0	0.131156	0.0805542	0	0	0	0.0844864	0
RP11-184D12.1	0	0	0	0	0	0	0.0713603	0	0	0	0.0656987	0
RP11-184I16.3	0.368246	0.857402	0	0.794158	0.986101	0.751377	1.18085	0.450922	1.96654	1.87456	1.70715	0.215418
RP11-184I16.4	0.0811537	0	0	0	0	0	0.239435	0	0	0	0	0.472944
RP11-184J23.2	0	0	0.027395	0	0	0	0	0	0	0	0.063318	0
RP11-185E12.2	0	0.22098	0	0	0.0886969	0	0.0787234	0	0	0	0	0
RP11-185N2.1	0.0123514	0.0164913	0.0334205	0.0305804	0	0	0.0731388	0	0.0316974	0	0	0
RP11-185P18.2	0	0	0	0	0	0.152496	0	0	0	0.141406	0	0
RP11-186B7.4	0.947377	0.693305	0.927674	0.774143	0.569888	0.40935	0.791252	0.654426	0.587589	0.74672	0.97054	0.850675
RP11-186N15.3	0.0335471	0.0353582	0.195124	0.141791	0.0569908	0.139115	0.1140291	0.0744128	0.0690209	0.1303681	0.2413195	0.1575477
RP11-187A9.3	0.1057	0	0	0	0.093652	0.14272	0	0	0	0	0	0.240178
RP11-187C18.3	0.054921	0.139529	0	0.166614	0.163486	0.0803405	0	0.0673062	0.0731691	0.0731357	0.107027	0.0663833
RP11-187C18.4	0	0	0	0	0	0	0	0	0.0403258	0	0	0
RP11-187E13.1	0	0	0	0	0	0	0	0.0955872	0	0	0.0832127	0
RP11-188C12.2	0.33740915	0.543158	0.5232768	0.64396	0.26595596	1.017879	0.38267807	0.5759963	0.301556	0.6660279	0.7033621	0.6219674
RP11-188C12.3	0.00643563	0	0	0.0970912	0.157306	0.358181	0.0281858	0	0.099547	0.00423079	0	0
RP11-188P20.3	0.626288	0.309007	0.223807	0.337195	0.434432	0.265602	0.53484	0.901599	0.282778	0.296288	0.514663	0.439277
RP11-189E14.4	0	0	0	0	0	0.0719522	0	0	0	0	0	0.00599818
RP11-18A15.1	0	0	0	0.228686	0	0.199206	0	0.252388	0.0898691	0	0.0663741	0.24642
RP11-18B16.1	0	0	0	0	0	0	0.163388	0	0	0.118356	0.253459	0
RP11-18B3.2	0.147814	0	0.0451566	0.0202975	0	0.197722	0.417496	0.199577	0.330696	0.086844	0.0335234	0.148609
RP11-18B3.3	0.293871	0.091493	0.836827	0.849793	0.699848	0.422251	1.79512	0.726785	0.281827	1.79299	0.223409	0.555296
RP11-18H21.1	0	0	0.106659	0	0.044304	0.0836185	0.02710587	0.0334972	0	0	0.0260261	0.0413663
RP11-18H21.2	0	0	0	0	0	0.122466	0	0	0	0.110581	0.0828114	0
RP11-18H7.1	0.0300159	0	0.0400431	0.0356874	0.1298954	0.0445393	0.117059	0	0.0384659	0	0.1271299	0
RP11-18I14.11	0	0	0.101775	0	0	0	0	0	0	0.0100851	0	0
RP11-18J9.3	0	0	0	0	0	0	0	0	0	0	0	0.0528642
RP11-18M17.1	0.0286803	0	0	0	0	0	0.0559643	0	0	0	0.026812	0
RP11-190A12.7	0.943131	1.65325	1.218974	2.091381	0.864726	3.085995	2.77442	2.59301	1.210196	3.06693	2.563639	1.17392
RP11-190A12.8	0	0	0	0	0	0	0	0.0417434	0	0	0	0.0869989
RP11-190A12.9	0	0	0	0	0	0	0.0652041	0	0	0	0	0.440889
RP11-190C22.1	0	0.0564379	0	0.048501	0	0	0	0	0	0	0	0
RP11-190C22.8	0	0	0	0	0	0	0	0	0	0	0	0.107156
RP11-190J23.1	0	0.112225	0.107753	0	0.179291	0	0	0.101679	0	0	0	0.433068
RP11-191A15.1	0.121567	0	0	0	0	0	0	0	0	0	0	0
RP11-191A15.4	0	0	0	0	0	0.137348	0	0	0	0	0	0
RP11-191G24.1	0.147764	0	0	0	0	0	0	0	0	0	0.142407	0
RP11-192C21.1	0	0.0439164	0	0	0	0	0	0.0398348	0	0	0	0
RP11-192H23.4	0.281581	0.4029951	0.2776845	0.6747818	0.2934686	0.4871982	0.374141	0.2576846	0.382017	0.463365	0.6412057	0.377275
RP11-192H23.7	0.445528	0.135207	0.212768	0.605756	0.295302	0.4640037	0.496081	0.565732	0.460527	0.366876	0.3630627	0.0965405
RP11-192H23.8	0	0	0	0	0.267506	0	0	0	0	0	0	0
RP11-192M23.1	0.724726	0.435992	0.56304	0.894866	0.482557	0.835174	0.876861	0.653144	0.435471	0.872291	0.737531	0.952581
RP11-192N10.2	7.1849	3.19023	5.72177	3.8299	1.93802	1.79146	6.13132	1.90168	5.97423	3.52694	8.84379	3.5527
RP11-192P3.4	0	0	0.0429551	0	0.0363856	0	0.0125366	0	0	0	0.0263678	0.0159201
RP11-193E15.4	0	0	0	0	0	0	0	0	0	0	0.123577	0.154782
RP11-193F5.4	0.183135	0	0	0	0.318253	0	0	0.543265	0	0	0	0.424992
RP11-193H5.1	0	0	0	0	0	0	0.0423435	0.0211797	0.0110031	0	0	0
RP11-193H5.2	0.0596735	0	0	0	0	0	0.116853	0.0268838	0.0931947	0	0.0194475	0
RP11-193I22.2	0	0.156393	0	0	0	0	0	0	0	0	0	0
RP11-193J6.1	0.0213872	0	0	0	0	0	0	0	0	0	0	0
RP11-194N12.2	0	0	0	0	0.0884611	0.380418	0	0.0951487	0	0	0	0
RP11-195B17.1	0	0	0	0.102372	0.0891687	0	0	0	0	0.116571	0	0
RP11-195B21.3	0.774919	0	0.0861816	0.180794	0	0.038045	0.762418	0.0455508	0	0	0.421759	0
RP11-195B3.1	0	0	0	0	0.0891687	0	0	0	0	0	0	0
RP11-195C7.1	0	0	0	0	0	0	0	0	0.230315	0	0	0.0531028
RP11-195C7.3	0	0	0	0	0.186544	0	0.0590622	0	0	0	0	0
RP11-195E2.1	4.13031	4.45386	6.30443	11.0517	0	0	24.9185	4.08919	10.7629	19.6272	17.6756	0.503632
RP11-195F19.30	0.0280167	0.0479974	0.00743063	0.0700106	0.0213273	0.0258073	0.021724	0.0124376	0.0361993	0.0594982	0.0485228	0.0129231
RP11-195F19.5	0.1716431	0.0452319	0.147632	0.083302	0	0.4383702	0.0926723	0	0.1383745	0.0547762	0.111662	0.0703646
RP11-195F19.9	0	0.0249717	0	0.127317	0	0.0802529	0	0.068341	0	0	0	0
RP11-195M16.3	0.00926823	0	0	0	0	0	0	0	0	0	0	0
RP11-195O1.5	0.497153	2.1177	0	0	0	4.08076	2.54246	0.456838	0.732761	0.875068	1.05539	0.921492
RP11-196B3.1	0	0	0	0	0	0	0	0	0	0	0	0.0195331
RP11-196B3.2	0	0	0	0.0175936	0	0	0	0	0	0	0	0
RP11-196B3.3	0	0	0	0	0	0	0	0	0	0.108574	0.0277188	0
RP11-196B3.4	0	0	0	0	0	0	0	0	0	0	0.183993	0
RP11-196D18.2	0	0	0	0	0	0.243303	0	0	0	0	0	0
RP11-196E1.3	0.0536273	0.0637848	0.0791654	0.123734	0.0531801	0.0243647	0.0438951	0.0973324	0.0261334	0.032982	0.0734856	0.064978
RP11-196G11.1	0.108606	0.0135721	0.1448827	0.09961	0.1324302	0.0470619	0.0190635	0.0307197	0.04298391	0.0781325	0.2030967	0.1416763
RP11-196G11.2	0	0	0.214406	0.102372	0	0	0.0801812	0.0999492	0	0	0.128545	0.107709
RP11-196G11.3	0.0155897	0.183722	0.0205835	0	0.067614	0.0363163	0.0161015	0.595092	0.0387763	0	0.0794131	0.0459401
RP11-196G11.4	0.160032	0	0	0.347263	0.144629	0	0.234911	0.0955872	0.196472	0.200443	0.222689	0
RP11-196G11.5	0	0	0	0	0.266091	0	0.0790829	0	0	0.231977	0	0
RP11-196G11.6	0.0382664	0	0	0.01600680754608	0.0326345	0.0328739	0	0.041821200261501	0.0296761	0.010521115228	0.00910012	0.0705609
RP11-196G18.1	0	0	0	0	0	0	0	0	0	0	0.0849196	0
RP11-196G18.22	0.0319031	0.0535905	0.0105413	0.0219051	0.10045	0.0611448	0.0761551	0.0096506	0.111188	0.0118684	0.0275402	0.102465
RP11-196G18.23	0	0	0	0	0	0	0	0.0271396	0	0	0	0
RP11-196G18.24	0	0	0	0.0685173	0.0655195	0	0	0	0.0838674	0.0871266	0.0494375	0.364622
RP11-196G18.3	0.150813	0.0313656	0.103643	0.0590854	0.0360934	0.0225328	0.0198051	0.767385	0.137416	0	0.0514536	0.14638
RP11-196I18.3	0.051329	0.0676693	0	0	0	0	0.0512125	0.0629292	0	0	0	0
